county,constituency,ward,station,source,source_date
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA IV,KINYAGO DANDORA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA IV,USHIRIKA SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE NORTH,KAYOLE 1 PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE CENTRAL,IMARA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE CENTRAL,BONDENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE SOUTH,THAWABU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE SOUTH,MWANGAZA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KAYOLE SOUTH,MWANGAZA SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KOMAROCK,THE KOMAROCK SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,KOMAROCK,KOMAROCK PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,MATOPENI/SPRING VALLEY,KAYOLE NORTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI CENTRAL,MATOPENI/SPRING VALLEY,ESVAK COMMUNITY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,UPPER SAVANNAH,DOONHOLM PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,UPPER SAVANNAH,GREEN SPAN MALL GROUNDS,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,LOWER SAVANNAH,EDELVALE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,LOWER SAVANNAH,SOWETO SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,EMBAKASI,EMBAKASI SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,EMBAKASI,EMBAKASI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,EMBAKASI,TASSIA CATHOLIC PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,UTAWALA,UTAWALA ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,UTAWALA,EAST AFRICAN SCHOOL OF AVIATION,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,MIHANGO,MAUA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,MIHANGO,MIHANG'O PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI EAST,MIHANGO,IMMACULATE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,UMOJA I,UMOJA 1 PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,UMOJA II,BUSARA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,UMOJA II,UNITY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,UMOJA II,KIFARU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,UMOJA II,TUMAINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,MOWLEM,MOWLEM CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,KARIOBANGI SOUTH,KARIOBANGI SOUTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,KARIOBANGI SOUTH,DR. MWENJE SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,KARIOBANGI SOUTH,UHURU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,KARIOBANGI SOUTH,BURUBURU I PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI WEST,KARIOBANGI SOUTH,NAIROBI RIVER PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,DR. KRAPF PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,ST. PATRICKS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,ST MICHAELS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,MARTIN LUTHER PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,BAHATI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,MORRISON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,DR. LIVINGSTONE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MARINGO/HAMZA,ST. ANNES GIRLS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,VIWANDANI,ST. ELIZABETH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,VIWANDANI,STAR OF HOPE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,VIWANDANI,BRIDGE INTERNATIONAL ACADEMIES,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,HARAMBEE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,JERICHO SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,BURU BURU GIRLS SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,BIDII PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,BARAKA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,LUMUMBA SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,HARAMBEE,RABAI ROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MAKONGENI,ST. PAUL'S PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MAKONGENI,MAKONGENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MAKONGENI,JOSEPH APUDO PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MAKONGENI,ST JOHN'S PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MAKADARA,MAKONGENI,KALOLENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,MUTHURWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,KAMUKUNJI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,OUR LADY OF MERCY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,HESHIMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,PUMWANI SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,CHILD SURVIVAL PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,PUMWANI,PUMWANI HEALTH CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,EASTLEIGH NORTH,NEW EASTLEIGH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,EASTLEIGH NORTH,EASTLEIGH HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,EASTLEIGH NORTH,ST.TERESA'S BOYS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,EASTLEIGH SOUTH,ZAWADI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,EASTLEIGH SOUTH,KIAMBIU SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,AIRBASE,EASTLEIGH AIRPORT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,AIRBASE,MAINA WANJIGI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,CALIFORNIA,NEW PUMWANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KAMUKUNJI,CALIFORNIA,BIAFRA HEALTH CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,MOI AVENUE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,NSSF GROUNDS(OPPOSITE KCB KIPANDE HOUSE)LOITA STRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,KENYA POLYTECHNIC UNIVERSITY,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,ST. PETER CLAVERS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,KHALSA RACECOURSE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI CENTRAL,MUTHURWA MARKET,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,JAMUHURI HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,CITY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,PARKLANDS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,PARKROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,RIVERBANK PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NGARA,MURANG'A ROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,PANGANI,PANGANI GIRLS HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,PANGANI,JUJA ROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,PANGANI,PANGANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,PANGANI,AINSWORTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,ZIWANI/KARIOKOR,KARIOKOR SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,ZIWANI/KARIOKOR,PUMWANI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,LANDIMAWE,GOVERNMENT VEHICLE INSPECTION UNIT,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,LANDIMAWE,MUKURU KAIYABA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,LANDIMAWE,LABOUR OFFICE,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,PLAINSVIEW PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,MARIAKANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,OUR LADY OF MERCY SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,HIGHWAY SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,NAIROBI SOUTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,STAREHE,NAIROBI SOUTH,OUR LADY OF MERCY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,HOSPITAL,OLD MATHARE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,MABATINI,MATHARE YOUTH POLYTECNIC,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,MABATINI,MATHARE SPECIAL TRAINING SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,HURUMA,HURUMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,HURUMA,SALAMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,HURUMA,DAIMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,NGEI,LIONS HEALTH CLINIC,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,NGEI,AIPCA NGEI II PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,MLANGO KUBWA,ST. TERESA'S GIRLS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,MLANGO KUBWA,KIBORO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,KIAMAIKO,NDURURUNO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,KIAMAIKO,NDURURUNO HIGH SCOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,MATHARE,KIAMAIKO,VALLEY BRIDGE PRIMARY,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,NGAINA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,SUKUT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,NG'ELEYO PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,NG'ORON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAPENGURIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,PTIKII PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,ORONTO KREZE PRIMARY S CHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,ROTII PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,EMBOSITIT PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,ADOMEYON NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KIMNYAN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAPUNYANY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KONG'OR VILLAGE MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,AKORET CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAMRIO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAPAU PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAPEDO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,CHESAWACH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KORELACH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,KAMSINO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,CHESOTIM PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TIRIOKO,LAIN VILLAGE MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KOLOWA PRY. SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KOIPASIRAN VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,BARBELLO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,CHEPTURU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,TUWIT NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,TILINGWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,LOIWAT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,TUGOMOI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KIPNAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KAKAPUL PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KAISAKAT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,MEUTO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,ADICH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KAIPAPICH NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,AYELELION DAM,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KERELON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,LOMUKE MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,KWOLOYOY MOBILE.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,NALUKUMONG'IN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,CHEPTUIMOT VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,CHEPELION PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,TODO VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,KOLOWA,MOSOLION PRE-SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KAPEDO BRIDGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,NYAKWALA CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,APAKISO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,MARON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,MARSABIT FULL GOSPEL CHURCH.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHESAKAM PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,LORUATUM PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KARUWON NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHEMSIK PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHEMOLINGOT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHESERET PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KOSITEI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KATIKIT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,SERETION PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHEPOTINDAR PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KOPOTARIT VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,DONG'E TRADING CENTRE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,DONYASAS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KOPOLUK VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHEPANDA PRY,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,MUKUR NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KAMUSUK PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KASAKARAM MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHESITET PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,ALEM PRE-SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KOTORON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,KASITIT VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,RIBKWO,CHESOO MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,CHEPARWAS HOT SPRINGS,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,AKIRIAMET VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,NAKOKO PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,NATAN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,LOSIKIRIAMOI PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,RIONG'O PRYIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,AKWICHATIS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,SITOT MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,CHEPTUNOYO PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,CHEPORKO MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,NALEKAT PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,NASOROT PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,MALASO MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,SILALE,TOPULEN DAM,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,NGINYANG CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,CHEMORIL PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,MERIKALEI DAM,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,KOSIOKON CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,CHESIRIMION PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,NYAUNYAU PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,LORUK-KONG-ASIS CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,CHEBILAT PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,NGINYANG GIRLS SECONDARY.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,CHEPUNGUS MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,TUWO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,SALAWA CENTER,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,CHEPNG'ARWA PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,LOIYAMOROCK,ORIONTO LOPELI MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,ORUS CENTER,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KOKWOTOTO PRIMARY SCH00L,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KATUNGURA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KADOGOI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,TANGULBEI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,CHEMOIGUT CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KALABATA PRE-SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,MOKONGWO NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,SOWO PRE SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,NG'ARUA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,LOYEYA PRIMARY SCHOOL.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KOMOLION PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,CHEPKALACHA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,NAKORETE CENTER.,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,CHEBELION MOBILE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,KERIWAK VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,OGHIONY VILLAGE,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,LOKOSOWIAN NURSERY SCHOOL,IEBC registration centres page,2026-05-21
BARINGO,TIATY,TANGULBEI/KOROSSI,MAKANY PRE SCHOOL,IEBC registration centres page,2026-05-21
